,Valor_Numerico,ID_Municipio,Nombre_Municipio,ID_Indicador,Nombre_Indicador,Hombres,Mujeres,Porcentaje de población con ingreso inferior a la línea de pobreza por ingresos,Porcentaje de población con ingreso inferior a la línea de pobreza extrema por ingresos,Porcentaje de personas de 15 años y más alfabetas,Grado promedio de escolaridad de la población de 15 y más años,Porcentaje de personas con rezago educativo,Promedio de alumnos inscritos por escuela de nivel preescolar,Promedio de alumnos inscritos por escuela de nivel primaria,Promedio de alumnos inscritos por escuela de nivel secundaria,Promedio de alumnos atendidos por grupo de nivel preescolar,Promedio de alumnos atendidos por grupo de nivel primaria,Promedio de alumnos atendidos por grupo de nivel secundaria,Promedio de alumnos atendidos por un maestro en el nivel preescolar,Promedio de alumnos atendidos por un maestro en el nivel primaria,Promedio de alumnos atendidos por un maestro en el nivel secundaria,Porcentaje de población en situación de pobreza,Porcentaje de población en situación de pobreza extrema,Porcentaje de población en situación de pobreza moderada,Porcentaje de población vulnerable por carencias sociales,Porcentaje de población vulnerable por ingresos,Porcentaje de población no pobre y no vulnerable,Porcentaje de población con carencia por acceso a los servicios de salud,Porcentaje de población con carencia por acceso a la seguridad social,Porcentaje de población con carencia por calidad y espacios de la vivienda,Porcentaje de población con carencia por acceso a los servicios básicos en la vivienda,Porcentaje de población con carencia por acceso a la alimentación,Porcentaje de población con al menos una carencia social,Porcentaje de población con tres o más carencias sociales
Población total,5782.0,79,ID_79,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2985.0,79,ID_79,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2797.0,79,ID_79,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,2633.0,80,ID_80,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1405.0,80,ID_80,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1228.0,80,ID_80,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,4065.0,81,ID_81,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2117.0,81,ID_81,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1948.0,81,ID_81,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,8804.0,82,ID_82,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4611.0,82,ID_82,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4193.0,82,ID_82,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,25319.0,83,ID_83,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,12831.0,83,ID_83,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,12488.0,83,ID_83,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6950.0,84,ID_84,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3580.0,84,ID_84,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3370.0,84,ID_84,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,82809.0,85,ID_85,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,43258.0,85,ID_85,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,39551.0,85,ID_85,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,12050.0,86,ID_86,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6333.0,86,ID_86,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5717.0,86,ID_86,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,13308.0,87,ID_87,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6890.0,87,ID_87,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6418.0,87,ID_87,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,4457.0,88,ID_88,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2285.0,88,ID_88,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2172.0,88,ID_88,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,12131.0,89,ID_89,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6314.0,89,ID_89,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5817.0,89,ID_89,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,23783.0,90,ID_90,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,12308.0,90,ID_90,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,11475.0,90,ID_90,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9828.0,91,ID_91,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5269.0,91,ID_91,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4559.0,91,ID_91,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,5293.0,92,ID_92,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2738.0,92,ID_92,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2555.0,92,ID_92,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,7650.0,93,ID_93,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3941.0,93,ID_93,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3709.0,93,ID_93,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,37257.0,94,ID_94,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,19160.0,94,ID_94,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,18097.0,94,ID_94,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,650.0,95,ID_95,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,326.0,95,ID_95,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,324.0,95,ID_95,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3176.0,96,ID_96,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1619.0,96,ID_96,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1557.0,96,ID_96,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,2668.0,97,ID_97,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1398.0,97,ID_97,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1270.0,97,ID_97,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6668.0,98,ID_98,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3495.0,98,ID_98,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3173.0,98,ID_98,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,20659.0,99,ID_99,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,10748.0,99,ID_99,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,9911.0,99,ID_99,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9310.0,100,ID_100,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4990.0,100,ID_100,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4320.0,100,ID_100,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3317.0,101,ID_101,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1774.0,101,ID_101,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1543.0,101,ID_101,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,14075.0,102,ID_102,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7260.0,102,ID_102,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6815.0,102,ID_102,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6644.0,103,ID_103,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3414.0,103,ID_103,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3230.0,103,ID_103,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,32772.0,104,ID_104,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,16881.0,104,ID_104,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,15891.0,104,ID_104,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,5077.0,105,ID_105,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2644.0,105,ID_105,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2433.0,105,ID_105,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,42669.0,106,ID_106,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,22249.0,106,ID_106,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,20420.0,106,ID_106,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,11993.0,107,ID_107,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6158.0,107,ID_107,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5835.0,107,ID_107,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,19903.0,108,ID_108,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,10225.0,108,ID_108,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,9678.0,108,ID_108,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,20274.0,109,ID_109,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,10600.0,109,ID_109,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,9674.0,109,ID_109,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,50226.0,110,ID_110,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,25631.0,110,ID_110,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,24595.0,110,ID_110,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,18528.0,111,ID_111,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,9624.0,111,ID_111,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,8904.0,111,ID_111,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9350.0,112,ID_112,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4861.0,112,ID_112,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4489.0,112,ID_112,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,4627.0,113,ID_113,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2365.0,113,ID_113,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2262.0,113,ID_113,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,1692181.0,114,ID_114,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,882696.0,114,ID_114,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,809485.0,114,ID_114,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,57992.0,115,ID_115,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,29625.0,115,ID_115,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,28367.0,115,ID_115,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,22855.0,116,ID_116,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,11753.0,116,ID_116,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,11102.0,116,ID_116,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,15952.0,117,ID_117,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,8327.0,117,ID_117,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,7625.0,117,ID_117,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,30021.0,118,ID_118,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,15415.0,118,ID_118,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,14606.0,118,ID_118,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,154448.0,119,ID_119,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,80176.0,119,ID_119,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,74272.0,119,ID_119,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,5938.0,120,ID_120,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3147.0,120,ID_120,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2791.0,120,ID_120,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,1270.0,121,ID_121,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,644.0,121,ID_121,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,626.0,121,ID_121,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,11063.0,122,ID_122,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5714.0,122,ID_122,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5349.0,122,ID_122,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3793.0,123,ID_123,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1964.0,123,ID_123,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1829.0,123,ID_123,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,15954.0,124,ID_124,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,8385.0,124,ID_124,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,7569.0,124,ID_124,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9671.0,125,ID_125,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4989.0,125,ID_125,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4682.0,125,ID_125,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6597.0,126,ID_126,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3479.0,126,ID_126,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3118.0,126,ID_126,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3606.0,127,ID_127,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1872.0,127,ID_127,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1734.0,127,ID_127,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,10443.0,128,ID_128,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5336.0,128,ID_128,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5107.0,128,ID_128,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,14018.0,129,ID_129,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7298.0,129,ID_129,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6720.0,129,ID_129,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3604.0,130,ID_130,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1944.0,130,ID_130,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1660.0,130,ID_130,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,975.0,131,ID_131,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,467.0,131,ID_131,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,508.0,131,ID_131,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,155738.0,132,ID_132,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,80816.0,132,ID_132,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,74922.0,132,ID_132,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,692.0,133,ID_133,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,334.0,133,ID_133,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,358.0,133,ID_133,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,20974.0,134,ID_134,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,10756.0,134,ID_134,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,10218.0,134,ID_134,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,526.0,135,ID_135,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,272.0,135,ID_135,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,254.0,135,ID_135,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,12461.0,136,ID_136,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6372.0,136,ID_136,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6089.0,136,ID_136,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,10464.0,137,ID_137,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5344.0,137,ID_137,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5120.0,137,ID_137,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,11780.0,138,ID_138,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6043.0,138,ID_138,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5737.0,138,ID_138,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3759.0,139,ID_139,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1968.0,139,ID_139,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1791.0,139,ID_139,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,138433.0,140,ID_140,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,71979.0,140,ID_140,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,66454.0,140,ID_140,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3488.0,141,ID_141,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1803.0,141,ID_141,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1685.0,141,ID_141,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,30639.0,142,ID_142,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,15649.0,142,ID_142,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,14990.0,142,ID_142,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,34880.0,143,ID_143,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,17925.0,143,ID_143,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,16955.0,143,ID_143,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,16790.0,144,ID_144,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,8614.0,144,ID_144,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,8176.0,144,ID_144,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,13189.0,145,ID_145,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6703.0,145,ID_145,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6486.0,145,ID_145,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,749.0,146,ID_146,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,377.0,146,ID_146,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,372.0,146,ID_146,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6341.0,147,ID_147,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3303.0,147,ID_147,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3038.0,147,ID_147,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,11498.0,148,ID_148,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5885.0,148,ID_148,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5613.0,148,ID_148,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,30309.0,149,ID_149,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,15636.0,149,ID_149,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,14673.0,149,ID_149,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6105.0,150,ID_150,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3159.0,150,ID_150,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2946.0,150,ID_150,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9315.0,151,ID_151,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4791.0,151,ID_151,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4524.0,151,ID_151,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,12631.0,152,ID_152,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
