,Valor_Numerico,ID_Municipio,Nombre_Municipio,ID_Indicador,Nombre_Indicador,Hombres,Mujeres,Porcentaje de población con ingreso inferior a la línea de pobreza por ingresos,Porcentaje de población con ingreso inferior a la línea de pobreza extrema por ingresos,Porcentaje de personas de 15 años y más alfabetas,Grado promedio de escolaridad de la población de 15 y más años,Porcentaje de personas con rezago educativo,Promedio de alumnos inscritos por escuela de nivel preescolar,Promedio de alumnos inscritos por escuela de nivel primaria,Promedio de alumnos inscritos por escuela de nivel secundaria,Promedio de alumnos atendidos por grupo de nivel preescolar,Promedio de alumnos atendidos por grupo de nivel primaria,Promedio de alumnos atendidos por grupo de nivel secundaria,Promedio de alumnos atendidos por un maestro en el nivel preescolar,Promedio de alumnos atendidos por un maestro en el nivel primaria,Promedio de alumnos atendidos por un maestro en el nivel secundaria,Porcentaje de población en situación de pobreza,Porcentaje de población en situación de pobreza extrema,Porcentaje de población en situación de pobreza moderada,Porcentaje de población vulnerable por carencias sociales,Porcentaje de población vulnerable por ingresos,Porcentaje de población no pobre y no vulnerable,Porcentaje de población con carencia por acceso a los servicios de salud,Porcentaje de población con carencia por acceso a la seguridad social,Porcentaje de población con carencia por calidad y espacios de la vivienda,Porcentaje de población con carencia por acceso a los servicios básicos en la vivienda,Porcentaje de población con carencia por acceso a la alimentación,Porcentaje de población con al menos una carencia social,Porcentaje de población con tres o más carencias sociales
20 a 24 años,,189,ID_189,2,Población por grupos de edad según sexo,-868.0,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,189,ID_189,2,Población por grupos de edad según sexo,-1053.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,189,ID_189,2,Población por grupos de edad según sexo,-1170.0,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,189,ID_189,2,Población por grupos de edad según sexo,-1162.0,1125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,189,ID_189,2,Población por grupos de edad según sexo,-1135.0,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,189,ID_189,2,Población por grupos de edad según sexo,-36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,190,ID_190,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,190,ID_190,2,Población por grupos de edad según sexo,-3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,190,ID_190,2,Población por grupos de edad según sexo,-5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,190,ID_190,2,Población por grupos de edad según sexo,-11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,190,ID_190,2,Población por grupos de edad según sexo,-20.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,190,ID_190,2,Población por grupos de edad según sexo,-29.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,190,ID_190,2,Población por grupos de edad según sexo,-20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,190,ID_190,2,Población por grupos de edad según sexo,-26.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,190,ID_190,2,Población por grupos de edad según sexo,-16.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,190,ID_190,2,Población por grupos de edad según sexo,-28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,190,ID_190,2,Población por grupos de edad según sexo,-31.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,190,ID_190,2,Población por grupos de edad según sexo,-35.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,190,ID_190,2,Población por grupos de edad según sexo,-27.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,190,ID_190,2,Población por grupos de edad según sexo,-29.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,190,ID_190,2,Población por grupos de edad según sexo,-23.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,190,ID_190,2,Población por grupos de edad según sexo,-38.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,190,ID_190,2,Población por grupos de edad según sexo,-38.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,190,ID_190,2,Población por grupos de edad según sexo,-40.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,190,ID_190,2,Población por grupos de edad según sexo,-60.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,190,ID_190,2,Población por grupos de edad según sexo,-38.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,190,ID_190,2,Población por grupos de edad según sexo,-36.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,190,ID_190,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,191,ID_191,2,Población por grupos de edad según sexo,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,191,ID_191,2,Población por grupos de edad según sexo,-10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,191,ID_191,2,Población por grupos de edad según sexo,-16.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,191,ID_191,2,Población por grupos de edad según sexo,-43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,191,ID_191,2,Población por grupos de edad según sexo,-76.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,191,ID_191,2,Población por grupos de edad según sexo,-144.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,191,ID_191,2,Población por grupos de edad según sexo,-131.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,191,ID_191,2,Población por grupos de edad según sexo,-170.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,191,ID_191,2,Población por grupos de edad según sexo,-189.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,191,ID_191,2,Población por grupos de edad según sexo,-184.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,191,ID_191,2,Población por grupos de edad según sexo,-226.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,191,ID_191,2,Población por grupos de edad según sexo,-182.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,191,ID_191,2,Población por grupos de edad según sexo,-251.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,191,ID_191,2,Población por grupos de edad según sexo,-287.0,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,191,ID_191,2,Población por grupos de edad según sexo,-301.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,191,ID_191,2,Población por grupos de edad según sexo,-320.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,191,ID_191,2,Población por grupos de edad según sexo,-342.0,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,191,ID_191,2,Población por grupos de edad según sexo,-389.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,191,ID_191,2,Población por grupos de edad según sexo,-457.0,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,191,ID_191,2,Población por grupos de edad según sexo,-430.0,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,191,ID_191,2,Población por grupos de edad según sexo,-493.0,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,191,ID_191,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,192,ID_192,2,Población por grupos de edad según sexo,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,192,ID_192,2,Población por grupos de edad según sexo,-3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,192,ID_192,2,Población por grupos de edad según sexo,-8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,192,ID_192,2,Población por grupos de edad según sexo,-35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,192,ID_192,2,Población por grupos de edad según sexo,-52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,192,ID_192,2,Población por grupos de edad según sexo,-79.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,192,ID_192,2,Población por grupos de edad según sexo,-78.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,192,ID_192,2,Población por grupos de edad según sexo,-116.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,192,ID_192,2,Población por grupos de edad según sexo,-119.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,192,ID_192,2,Población por grupos de edad según sexo,-123.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,192,ID_192,2,Población por grupos de edad según sexo,-156.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,192,ID_192,2,Población por grupos de edad según sexo,-169.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,192,ID_192,2,Población por grupos de edad según sexo,-187.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,192,ID_192,2,Población por grupos de edad según sexo,-185.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,192,ID_192,2,Población por grupos de edad según sexo,-179.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,192,ID_192,2,Población por grupos de edad según sexo,-215.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,192,ID_192,2,Población por grupos de edad según sexo,-198.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,192,ID_192,2,Población por grupos de edad según sexo,-255.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,192,ID_192,2,Población por grupos de edad según sexo,-276.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,192,ID_192,2,Población por grupos de edad según sexo,-240.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,192,ID_192,2,Población por grupos de edad según sexo,-236.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,192,ID_192,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,193,ID_193,2,Población por grupos de edad según sexo,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,193,ID_193,2,Población por grupos de edad según sexo,-2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,193,ID_193,2,Población por grupos de edad según sexo,-10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,193,ID_193,2,Población por grupos de edad según sexo,-40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,193,ID_193,2,Población por grupos de edad según sexo,-51.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,193,ID_193,2,Población por grupos de edad según sexo,-61.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,193,ID_193,2,Población por grupos de edad según sexo,-74.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,193,ID_193,2,Población por grupos de edad según sexo,-104.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,193,ID_193,2,Población por grupos de edad según sexo,-96.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,193,ID_193,2,Población por grupos de edad según sexo,-137.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,193,ID_193,2,Población por grupos de edad según sexo,-130.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,193,ID_193,2,Población por grupos de edad según sexo,-155.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,193,ID_193,2,Población por grupos de edad según sexo,-187.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,193,ID_193,2,Población por grupos de edad según sexo,-188.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,193,ID_193,2,Población por grupos de edad según sexo,-192.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,193,ID_193,2,Población por grupos de edad según sexo,-249.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,193,ID_193,2,Población por grupos de edad según sexo,-250.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,193,ID_193,2,Población por grupos de edad según sexo,-310.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,193,ID_193,2,Población por grupos de edad según sexo,-317.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,193,ID_193,2,Población por grupos de edad según sexo,-299.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,193,ID_193,2,Población por grupos de edad según sexo,-337.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,193,ID_193,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,194,ID_194,2,Población por grupos de edad según sexo,-5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,194,ID_194,2,Población por grupos de edad según sexo,-20.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,194,ID_194,2,Población por grupos de edad según sexo,-32.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,194,ID_194,2,Población por grupos de edad según sexo,-105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,194,ID_194,2,Población por grupos de edad según sexo,-144.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,194,ID_194,2,Población por grupos de edad según sexo,-273.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,194,ID_194,2,Población por grupos de edad según sexo,-341.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,194,ID_194,2,Población por grupos de edad según sexo,-416.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,194,ID_194,2,Población por grupos de edad según sexo,-462.0,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,194,ID_194,2,Población por grupos de edad según sexo,-593.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,194,ID_194,2,Población por grupos de edad según sexo,-725.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,194,ID_194,2,Población por grupos de edad según sexo,-736.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,194,ID_194,2,Población por grupos de edad según sexo,-761.0,988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,194,ID_194,2,Población por grupos de edad según sexo,-877.0,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,194,ID_194,2,Población por grupos de edad según sexo,-847.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,194,ID_194,2,Población por grupos de edad según sexo,-865.0,1124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,194,ID_194,2,Población por grupos de edad según sexo,-899.0,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,194,ID_194,2,Población por grupos de edad según sexo,-1165.0,1221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,194,ID_194,2,Población por grupos de edad según sexo,-1415.0,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,194,ID_194,2,Población por grupos de edad según sexo,-1402.0,1471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,194,ID_194,2,Población por grupos de edad según sexo,-1330.0,1354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,194,ID_194,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,195,ID_195,2,Población por grupos de edad según sexo,-4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,195,ID_195,2,Población por grupos de edad según sexo,-20.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,195,ID_195,2,Población por grupos de edad según sexo,-35.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,195,ID_195,2,Población por grupos de edad según sexo,-75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,195,ID_195,2,Población por grupos de edad según sexo,-100.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,195,ID_195,2,Población por grupos de edad según sexo,-171.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,195,ID_195,2,Población por grupos de edad según sexo,-195.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,195,ID_195,2,Población por grupos de edad según sexo,-270.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,195,ID_195,2,Población por grupos de edad según sexo,-301.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,195,ID_195,2,Población por grupos de edad según sexo,-345.0,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,195,ID_195,2,Población por grupos de edad según sexo,-485.0,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,195,ID_195,2,Población por grupos de edad según sexo,-579.0,649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,195,ID_195,2,Población por grupos de edad según sexo,-662.0,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,195,ID_195,2,Población por grupos de edad según sexo,-741.0,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,195,ID_195,2,Población por grupos de edad según sexo,-736.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,195,ID_195,2,Población por grupos de edad según sexo,-836.0,1133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,195,ID_195,2,Población por grupos de edad según sexo,-944.0,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,195,ID_195,2,Población por grupos de edad según sexo,-1358.0,1403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,195,ID_195,2,Población por grupos de edad según sexo,-1541.0,1531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,195,ID_195,2,Población por grupos de edad según sexo,-1516.0,1575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,195,ID_195,2,Población por grupos de edad según sexo,-1519.0,1563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,195,ID_195,2,Población por grupos de edad según sexo,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,196,ID_196,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,196,ID_196,2,Población por grupos de edad según sexo,-6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,196,ID_196,2,Población por grupos de edad según sexo,-7.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,196,ID_196,2,Población por grupos de edad según sexo,-17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,196,ID_196,2,Población por grupos de edad según sexo,-24.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,196,ID_196,2,Población por grupos de edad según sexo,-22.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,196,ID_196,2,Población por grupos de edad según sexo,-19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,196,ID_196,2,Población por grupos de edad según sexo,-30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,196,ID_196,2,Población por grupos de edad según sexo,-26.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,196,ID_196,2,Población por grupos de edad según sexo,-32.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,196,ID_196,2,Población por grupos de edad según sexo,-42.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,196,ID_196,2,Población por grupos de edad según sexo,-30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,196,ID_196,2,Población por grupos de edad según sexo,-38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,196,ID_196,2,Población por grupos de edad según sexo,-30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,196,ID_196,2,Población por grupos de edad según sexo,-38.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,196,ID_196,2,Población por grupos de edad según sexo,-37.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,196,ID_196,2,Población por grupos de edad según sexo,-58.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,196,ID_196,2,Población por grupos de edad según sexo,-61.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,196,ID_196,2,Población por grupos de edad según sexo,-76.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,196,ID_196,2,Población por grupos de edad según sexo,-71.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,196,ID_196,2,Población por grupos de edad según sexo,-62.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,196,ID_196,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,197,ID_197,2,Población por grupos de edad según sexo,-8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,197,ID_197,2,Población por grupos de edad según sexo,-29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,197,ID_197,2,Población por grupos de edad según sexo,-63.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,197,ID_197,2,Población por grupos de edad según sexo,-193.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,197,ID_197,2,Población por grupos de edad según sexo,-339.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,197,ID_197,2,Población por grupos de edad según sexo,-517.0,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,197,ID_197,2,Población por grupos de edad según sexo,-779.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,197,ID_197,2,Población por grupos de edad según sexo,-1088.0,1221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,197,ID_197,2,Población por grupos de edad según sexo,-1138.0,1495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,197,ID_197,2,Población por grupos de edad según sexo,-1419.0,1741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,197,ID_197,2,Población por grupos de edad según sexo,-1768.0,2164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,197,ID_197,2,Población por grupos de edad según sexo,-1998.0,2296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,197,ID_197,2,Población por grupos de edad según sexo,-2297.0,2781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 a 39 años,,197,ID_197,2,Población por grupos de edad según sexo,-2449.0,2987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 a 34 años,,197,ID_197,2,Población por grupos de edad según sexo,-2481.0,3111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 a 29 años,,197,ID_197,2,Población por grupos de edad según sexo,-2725.0,3198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 a 24 años,,197,ID_197,2,Población por grupos de edad según sexo,-3132.0,3422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 a 19 años,,197,ID_197,2,Población por grupos de edad según sexo,-4007.0,3951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 a 14 años,,197,ID_197,2,Población por grupos de edad según sexo,-4160.0,4027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 a 9 años,,197,ID_197,2,Población por grupos de edad según sexo,-4036.0,3925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 a 4 años,,197,ID_197,2,Población por grupos de edad según sexo,-3821.0,3547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
No especifico,,197,ID_197,2,Población por grupos de edad según sexo,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 o más años,,198,ID_198,2,Población por grupos de edad según sexo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 a 99 años,,198,ID_198,2,Población por grupos de edad según sexo,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 a 94 años,,198,ID_198,2,Población por grupos de edad según sexo,-6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 a 89 años,,198,ID_198,2,Población por grupos de edad según sexo,-6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 a 84 años,,198,ID_198,2,Población por grupos de edad según sexo,-14.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 a 79 años,,198,ID_198,2,Población por grupos de edad según sexo,-14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 a 74 años,,198,ID_198,2,Población por grupos de edad según sexo,-20.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 a 69 años,,198,ID_198,2,Población por grupos de edad según sexo,-15.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 a 64 años,,198,ID_198,2,Población por grupos de edad según sexo,-23.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55 a 59 años,,198,ID_198,2,Población por grupos de edad según sexo,-25.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 a 54 años,,198,ID_198,2,Población por grupos de edad según sexo,-29.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 a 49 años,,198,ID_198,2,Población por grupos de edad según sexo,-30.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 a 44 años,,198,ID_198,2,Población por grupos de edad según sexo,-30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
